Order ID,Client ID,Order Date,Ship Mode,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2015-156118,C00000702,27 August 2019,First Class,Corporate,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0,322.1829
US-2015-156119,C00000615,19 September 2020,Standard Class,Corporate,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,0,5.3392
US-2015-156120,C00000530,17 December 2019,Second Class,Corporate,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,0.2,9.1764
US-2015-156121,C00000849,02 September 2019,Same Day,Home Office,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,0.2,82.992
US-2015-156122,C00000602,18 February 2019,Standard Class,Consumer,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,0.4,-47.3968
US-2015-156123,C00000427,15 April 2021,Second Class,Corporate,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745
US-2015-156124,C00000884,13 December 2022,Same Day,Consumer,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984,2,0.2,4.995
US-2015-156125,C00000699,04 March 2019,Standard Class,Consumer,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588,3,0.8,-20.1408
US-2015-156126,C00000980,27 February 2023,Second Class,Consumer,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1598.058,7,0.7,-1065.372
US-2015-156127,C00000626,25 January 2023,Second Class,Home Office,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,2,0,4.116
US-2015-156128,C00001024,26 July 2019,Same Day,Consumer,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2,0,198.429
US-2015-156129,C00000422,22 September 2019,First Class,Home Office,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,1,0.3,-22.948
US-2015-156130,C00000267,12 May 2021,Standard Class,Corporate,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432
US-2015-156131,C00000339,25 May 2020,Standard Class,Corporate,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.986
US-2015-156132,C00000941,31 May 2021,Standard Class,Corporate,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6,0.7,-7.656
US-2015-156133,C00000342,21 January 2023,Standard Class,Corporate,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.184,3,0.2,33.8598
US-2015-156134,C00000381,19 July 2022,Standard Class,Consumer,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,163.96,5,0.2,59.4355
US-2015-156135,C00000977,26 October 2022,Second Class,Consumer,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0,4.4712
US-2015-156136,C00000102,28 July 2021,Standard Class,Corporate,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,1,0,9.3152
US-2015-156137,C00000787,03 February 2023,Standard Class,Consumer,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,19.92,4,0,6.5736
US-2015-156138,C00000082,11 September 2022,Standard Class,Home Office,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2,0,43.1904
US-2015-156139,C00000977,21 June 2019,Standard Class,Corporate,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,68.52,3,0,31.5192
US-2015-156140,C00000849,26 July 2020,Standard Class,Consumer,TEC-PH-10001615,Technology,Phones,AT&T CL82213,46.384,2,0.2,5.2182
US-2015-156141,C00000599,14 August 2020,Second Class,Corporate,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566
US-2015-156142,C00000468,17 April 2020,Standard Class,Consumer,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",7.692,1,0.6,-3.6537
US-2015-156143,C00000126,07 May 2020,Standard Class,Corporate,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,76.608,8,0.2,6.7032
US-2015-156144,C00001023,11 April 2021,Standard Class,Corporate,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,2,0.2,10.062
US-2015-156145,C00000609,08 February 2019,Standard Class,Consumer,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498
US-2015-156146,C00000342,03 July 2019,Standard Class,Consumer,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,680.01,3,0,176.8026
US-2015-156147,C00000351,14 July 2022,First Class,Corporate,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,73.536,4,0.2,9.192
US-2015-156148,C00000067,31 December 2019,Standard Class,Corporate,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.872,8,0.2,11.5536
US-2015-156149,C00000648,07 June 2021,Standard Class,Consumer,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7,0.7,-3.3488
US-2015-156150,C00000897,19 September 2022,Standard Class,Corporate,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,0,28.965
US-2015-156151,C00000909,31 March 2019,First Class,Corporate,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0,0.6993
US-2015-156152,C00000272,26 April 2022,First Class,Consumer,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,1,0,30.5964
US-2015-156153,C00000879,22 August 2020,Standard Class,Consumer,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,4,0,56.1752
US-2015-156154,C00000719,02 October 2020,Standard Class,Consumer,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,4,0,5.6448
US-2015-156155,C00000332,13 October 2019,Second Class,Home Office,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.9704
US-2015-156156,C00000145,18 November 2021,Standard Class,Consumer,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,5.78,1,0,2.8322
US-2015-156157,C00000620,20 January 2022,Same Day,Consumer,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784,1,0.2,5.1294
US-2015-156158,C00000329,11 April 2022,Standard Class,Home Office,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.2928
US-2015-156159,C00001023,20 May 2022,Standard Class,Consumer,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,10.368,2,0.2,3.6288
US-2015-156160,C00000569,23 July 2019,Standard Class,Consumer,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104,7,0.2,8.3328
US-2015-156161,C00000392,18 June 2019,Standard Class,Consumer,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,15.552,3,0.2,5.6376
US-2015-156162,C00000176,11 January 2020,Standard Class,Consumer,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.496,2,0.2,-299.8116
US-2015-156163,C00000081,01 January 2021,Standard Class,Consumer,OFF-PA-10001166,Office Supplies,Paper,Xerox 1932,85.056,3,0.2,28.7064
US-2015-156164,C00000652,03 October 2022,Second Class,Consumer,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836
US-2015-156165,C00000973,15 June 2021,Standard Class,Home Office,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,0.8,-6.286
US-2015-156166,C00000658,26 February 2020,First Class,Consumer,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0,152.0232
US-2015-156167,C00000218,09 February 2022,Standard Class,Consumer,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97,3,0,20.3898
US-2015-156168,C00000934,19 March 2022,Second Class,Consumer,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,11.36,4,0,5.5664
US-2015-156169,C00000691,05 February 2023,Standard Class,Consumer,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0,12.7368
US-2015-156170,C00000032,21 March 2020,Standard Class,Corporate,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,5,0,11.454
US-2015-156171,C00000411,27 December 2020,Second Class,Corporate,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,876.3,10,0.4,-292.1
US-2015-156172,C00000784,14 March 2022,Standard Class,Corporate,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,24.448,4,0.2,8.8624
US-2015-156173,C00000339,05 June 2020,First Class,Consumer,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",25.696,2,0.2,1.9272
US-2015-156174,C00000223,14 October 2021,Standard Class,Consumer,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,46.2,4,0,21.252
US-2015-156175,C00000317,15 February 2020,First Class,Consumer,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0,62.1544
US-2015-156176,C00001030,15 May 2019,Standard Class,Corporate,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,177.68,2,0,46.1968
US-2015-156177,C00000423,09 May 2023,Second Class,Consumer,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,0,19.7988
US-2015-156178,C00000487,17 July 2019,Standard Class,Consumer,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788
US-2015-156179,C00000280,16 February 2023,First Class,Home Office,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388
US-2015-156180,C00000259,23 June 2019,First Class,Consumer,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
US-2015-156181,C00000786,29 April 2020,First Class,Corporate,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646
US-2015-156182,C00000156,24 November 2021,Second Class,Corporate,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0,310.9872
US-2015-156183,C00000793,25 May 2021,Second Class,Corporate,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0,34.3548
US-2015-156184,C00000898,05 December 2021,Standard Class,Home Office,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0,66.9546
US-2015-156185,C00000102,01 May 2020,Second Class,Consumer,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984
US-2015-156186,C00000084,18 January 2019,First Class,Home Office,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,0,10.6288
US-2015-156187,C00000331,21 March 2021,Standard Class,Consumer,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755
US-2015-156188,C00001016,03 November 2021,Second Class,Consumer,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,1,0,9.1056
US-2015-156189,C00000956,14 October 2019,Standard Class,Consumer,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4,0.2,51.1936
US-2015-156190,C00000895,09 April 2022,Standard Class,Consumer,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,0.7,-3.7996
US-2015-156191,C00000426,25 June 2022,Standard Class,Corporate,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,914.97,3,0,411.7365
US-2015-156192,C00000617,12 September 2019,Standard Class,Consumer,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564
US-2015-156193,C00000202,09 May 2019,Standard Class,Corporate,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,636.86,7,0,0
US-2015-156194,C00000295,05 May 2021,First Class,Corporate,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.665,5,0.15,6.549
US-2015-156195,C00000269,16 March 2021,First Class,Consumer,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.688,2,0.2,2.3408
US-2015-156196,C00000032,07 December 2019,Standard Class,Corporate,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3,0,9.3312
US-2015-156197,C00000315,14 October 2020,Second Class,Corporate,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2,0,4.8118
US-2015-156198,C00000917,29 April 2020,Second Class,Consumer,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2,0,1.9024
US-2015-156199,C00001046,13 May 2022,First Class,Consumer,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4,0,8.8784
US-2015-156200,C00000056,17 May 2022,First Class,Consumer,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,13.392,3,0.2,1.0044
US-2015-156201,C00000910,11 August 2021,Standard Class,Consumer,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,0,3.7436
US-2015-156202,C00000071,26 September 2021,First Class,Home Office,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,0.6,-75.8448
US-2015-156203,C00000408,01 May 2021,First Class,Corporate,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,179.94,3,0,50.3832
US-2015-156204,C00000627,10 December 2019,Standard Class,Corporate,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.938,2,0.7,-1.3566
US-2015-156205,C00000222,19 February 2020,Standard Class,Corporate,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.8,5,0.8,-2.88
US-2015-156206,C00000413,09 August 2019,Second Class,Corporate,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232,8,0.7,-16.1856
US-2015-156207,C00000257,11 February 2019,Standard Class,Consumer,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",892.35,5,0,267.705
US-2015-156208,C00000238,28 May 2019,First Class,Corporate,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5,0,8.7945
US-2015-156209,C00000236,29 June 2021,Standard Class,Consumer,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177.648,2,0.2,-28.8678
US-2015-156210,C00000511,15 January 2021,First Class,Consumer,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,307.314,3,0.3,-39.5118
US-2015-156211,C00000613,23 December 2022,Standard Class,Consumer,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929
US-2015-156212,C00000608,31 October 2022,Same Day,Consumer,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626
US-2015-156213,C00000029,10 June 2022,Standard Class,Consumer,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566
US-2015-156214,C00000577,18 July 2021,First Class,Corporate,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.502,3,0.7,-1.7514
US-2015-156215,C00001015,09 December 2020,Second Class,Home Office,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.8609
US-2015-156216,C00000376,16 August 2020,Second Class,Consumer,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4,0.7,-58.8616
US-2015-156217,C00000117,04 September 2022,First Class,Corporate,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1,0.2,-12.9568
US-2015-156218,C00001025,23 April 2022,Same Day,Consumer,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1,0.2,10.8588
US-2015-156219,C00000074,13 May 2021,First Class,Corporate,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,83.97,3,0,23.5116
US-2015-156220,C00000556,08 February 2021,First Class,Consumer,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
US-2015-156221,C00000826,02 May 2019,Second Class,Consumer,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25,5,0,34.2925
US-2015-156222,C00000313,12 June 2021,Standard Class,Consumer,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,6,0,21.4074
US-2015-156223,C00000992,22 January 2023,First Class,Consumer,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,0.15,225.735
US-2015-156224,C00000490,25 June 2021,Second Class,Consumer,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3,0.2,53.9946
US-2015-156225,C00000108,17 August 2023,First Class,Consumer,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0,15.525
US-2015-156226,C00000645,14 March 2022,Second Class,Consumer,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",121.96,2,0,20.7332
US-2015-156227,C00000913,18 July 2020,Standard Class,Corporate,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,9.248,2,0.2,3.3524
US-2015-156228,C00000739,09 May 2023,Second Class,Corporate,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,247.84,8,0,121.4416
US-2015-156229,C00000922,02 May 2021,Standard Class,Home Office,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.568,2,0.2,0
US-2015-156230,C00000008,25 March 2021,First Class,Corporate,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54.336,4,0.2,5.4336
US-2015-156231,C00000880,29 November 2019,Standard Class,Corporate,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,122.91,3,0,34.4148
US-2015-156232,C00000251,03 August 2023,First Class,Home Office,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",127.302,7,0.3,-9.093
US-2015-156233,C00000234,19 March 2019,Same Day,Consumer,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",23.472,3,0.2,4.9878
US-2015-156234,C00000166,27 September 2020,First Class,Corporate,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544
US-2015-156235,C00000691,22 January 2022,Standard Class,Home Office,OFF-LA-10003537,Office Supplies,Labels,Avery 515,37.59,3,0,17.6673
US-2015-156236,C00000498,14 February 2022,Standard Class,Corporate,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",6.336,4,0.7,-4.6464
US-2015-156237,C00000938,28 November 2019,Standard Class,Home Office,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,4.71,1,0,0
US-2015-156238,C00000791,28 July 2022,Standard Class,Consumer,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,480,4,0,225.6
US-2015-156239,C00000150,29 March 2019,Second Class,Corporate,OFF-AR-10004272,Office Supplies,Art,Newell 308,3.36,2,0,0.84
US-2015-156240,C00000127,31 May 2022,First Class,Consumer,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,27.2,4,0.2,2.04
US-2015-156241,C00000991,09 April 2021,First Class,Corporate,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,207.984,2,0.2,36.3972
US-2015-156242,C00000762,15 June 2020,Standard Class,Corporate,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,11.88,2,0,5.346
US-2015-156243,C00000555,16 May 2022,Standard Class,Home Office,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,339.92,5,0.2,8.498
US-2015-156244,C00001016,07 May 2022,Standard Class,Home Office,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.485,5,0.7,-20.889
US-2015-156245,C00000162,15 February 2019,Standard Class,Consumer,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.983
US-2015-156246,C00000944,03 May 2021,Standard Class,Consumer,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955
US-2015-156247,C00000205,23 November 2019,First Class,Corporate,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0,6.2208
US-2015-156248,C00000664,05 September 2021,Standard Class,Consumer,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768
US-2015-156249,C00000018,08 October 2021,Standard Class,Corporate,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,3,0,173.0316
US-2015-156250,C00000121,07 June 2020,First Class,Consumer,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178
US-2015-156251,C00000458,22 June 2020,First Class,Home Office,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094
US-2015-156252,C00000684,14 December 2022,First Class,Corporate,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,0,22.1536
US-2015-156253,C00000796,16 March 2019,Standard Class,Consumer,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9,0,97.1946
US-2015-156254,C00001031,04 May 2023,Standard Class,Consumer,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,3,0,56.9772
US-2015-156255,C00000212,04 October 2020,First Class,Corporate,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.3744
US-2015-156256,C00000927,24 May 2020,Second Class,Corporate,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0,4.908
US-2015-156257,C00000934,08 April 2021,Standard Class,Consumer,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,39.96,4,0,10.3896
US-2015-156258,C00000233,06 February 2020,Standard Class,Home Office,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,4,0,13.3176
US-2015-156259,C00000660,14 April 2022,Standard Class,Corporate,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,0,8.217
US-2015-156260,C00000880,02 July 2022,Standard Class,Home Office,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0,5.2256
US-2015-156261,C00000193,01 April 2023,Standard Class,Consumer,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,5.184,1,0.2,1.8144
US-2015-156262,C00000479,20 June 2021,First Class,Consumer,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6,0.2,6.6906
US-2015-156263,C00000063,07 October 2021,Standard Class,Home Office,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,107.94,6,0,30.2232
US-2015-156264,C00001029,03 September 2020,Standard Class,Home Office,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0,101.3488
US-2015-156265,C00000032,14 October 2020,Standard Class,Consumer,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.345,7,0.7,-24.276
US-2015-156266,C00000302,22 March 2023,Standard Class,Corporate,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4,-9.1845
US-2015-156267,C00000101,07 September 2021,Standard Class,Consumer,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679
US-2015-156268,C00000822,03 April 2021,Standard Class,Consumer,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,4,0,4.5448
US-2015-156269,C00000428,07 February 2019,Standard Class,Consumer,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.06,2,0,11.7782
US-2015-156270,C00000986,21 December 2019,Standard Class,Consumer,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,399.98,2,0,171.9914
US-2015-156271,C00000515,15 July 2021,Standard Class,Consumer,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,117.488,7,0.2,41.1208
US-2015-156272,C00000296,03 June 2023,Standard Class,Home Office,OFF-LA-10004559,Office Supplies,Labels,Avery 49,2.88,1,0,1.4112
US-2015-156273,C00000705,14 April 2022,Standard Class,Corporate,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,10.48,1,0.2,3.799
US-2015-156274,C00000735,20 April 2019,Second Class,Home Office,TEC-PH-10003092,Technology,Phones,Motorola L804,73.584,2,0.2,8.2782
US-2015-156275,C00000624,05 August 2019,First Class,Home Office,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,4,0,2.6784
US-2015-156276,C00000137,17 August 2022,Standard Class,Consumer,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0,6.465
US-2015-156277,C00000364,09 May 2019,Standard Class,Corporate,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,4,0.8,-20.4352
US-2015-156278,C00000412,20 January 2019,Second Class,Home Office,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,7.28,1,0,3.4944
